,,,,,,,"annotation layer, embedded in images",
1802.09206,9,uri:{http://adsabs.harvard.edu/abs/2014ApJ...794...21D},http://adsabs.harvard.edu/abs/2014ApJ...794...21D,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1802.09206,9,uri:{http://adsabs.harvard.edu/abs/2014ApJ...783..130R},http://adsabs.harvard.edu/abs/2014ApJ...783..130R,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1802.09206,9,uri:{http://adsabs.harvard.edu/abs/2014A%26A...571A..27P},http://adsabs.harvard.edu/abs/2014A%26A...571A..27P,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments"", URLs with escape characters",embedded in references,Hidden in annotation layers,
1802.09206,9,uri:{http://adsabs.harvard.edu/abs/2013PhRvD..87j4021L},http://adsabs.harvard.edu/abs/2013PhRvD..87j4021L,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1802.09206,10,uri:{http://adsabs.harvard.edu/abs/2013MNRAS.428.1147V},http://adsabs.harvard.edu/abs/2013MNRAS.428.1147V,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1802.09206,9,uri:{http://adsabs.harvard.edu/abs/2013CQGra..30v4004E},http://adsabs.harvard.edu/abs/2013CQGra..30v4004E,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1802.09206,9,uri:{http://adsabs.harvard.edu/abs/2012MNRAS.423.3328F},http://adsabs.harvard.edu/abs/2012MNRAS.423.3328F,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1802.09206,9,uri:{http://adsabs.harvard.edu/abs/2012CQGra..29r4007F},http://adsabs.harvard.edu/abs/2012CQGra..29r4007F,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1802.09206,9,uri:{http://adsabs.harvard.edu/abs/2012CQGra..29r4006M},http://adsabs.harvard.edu/abs/2012CQGra..29r4006M,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1802.09206,10,uri:{http://adsabs.harvard.edu/abs/2012CQGra..29r4004W},http://adsabs.harvard.edu/abs/2012CQGra..29r4004W,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1802.09206,9,uri:{http://adsabs.harvard.edu/abs/2011LRR....14....2U},http://adsabs.harvard.edu/abs/2011LRR....14....2U,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1802.09206,9,uri:{http://adsabs.harvard.edu/abs/2011IJMPD..20..989N},http://adsabs.harvard.edu/abs/2011IJMPD..20..989N,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1802.09206,9,uri:{http://adsabs.harvard.edu/abs/2011ApJ...743..102G},http://adsabs.harvard.edu/abs/2011ApJ...743..102G,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1802.09206,9,uri:{http://adsabs.harvard.edu/abs/2010A%26A...522L...5H},http://adsabs.harvard.edu/abs/2010A%26A...522L...5H,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments"", URLs with escape characters",embedded in references,Hidden in annotation layers,
1802.09206,9,uri:{http://adsabs.harvard.edu/abs/2009MNRAS.400..805L},http://adsabs.harvard.edu/abs/2009MNRAS.400..805L,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1802.09206,9,uri:{http://adsabs.harvard.edu/abs/2009IPNPR.178C...1F},http://adsabs.harvard.edu/abs/2009IPNPR.178C...1F,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1802.09206,9,uri:{http://adsabs.harvard.edu/abs/2009CQGra..26g3001K},http://adsabs.harvard.edu/abs/2009CQGra..26g3001K,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1802.09206,9,uri:{http://adsabs.harvard.edu/abs/2008ApJ...685L..67D},http://adsabs.harvard.edu/abs/2008ApJ...685L..67D,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1802.09206,9,uri:{http://adsabs.harvard.edu/abs/2008ApJ...679..675V},http://adsabs.harvard.edu/abs/2008ApJ...679..675V,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1802.09206,9,uri:{http://adsabs.harvard.edu/abs/2004MNRAS.352..440H},http://adsabs.harvard.edu/abs/2004MNRAS.352..440H,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1802.09206,9,uri:{http://adsabs.harvard.edu/abs/1998MNRAS.294..429D},http://adsabs.harvard.edu/abs/1998MNRAS.294..429D,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1802.09206,9,uri:{http://adsabs.harvard.edu/abs/1991ApJ...367L...9K},http://adsabs.harvard.edu/abs/1991ApJ...367L...9K,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1802.09206,9,uri:{http://adsabs.harvard.edu/abs/1971ApJ...163..595T},http://adsabs.harvard.edu/abs/1971ApJ...163..595T,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1802.09206,9,uri:{http://adsabs.harvard.edu/abs/1968PhRv..170.1186N},http://adsabs.harvard.edu/abs/1968PhRv..170.1186N,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1802.09206,,,http://sci.esa.int/gaia/,Future Work,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, URLs with trailing slashes, ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,
1901.00005,7,uri:{https://www.cosmos.esa.int/web/gaia/dpac/consortium},https://www.cosmos.esa.int/web/gaia/dpac/consortium,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain","split across lines, embedded in references",,
1901.00005,7,uri:{https://www.cosmos.esa.int/gaia},https://www.cosmos.esa.int/gaia,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain","split across lines, embedded in references",,
1901.02923,10,uri:{https://www.energycentral.com/c/ec/ferc-settlements-illustrate-attempts-game-demand-response-programs},https://www.energycentral.com/c/ec/ferc-settlements-illustrate-attempts-game-demand-response-programs,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,
1901.02923,10,uri:{https://www.eia.gov/electricity/monthly/},https://www.eia.gov/electricity/monthly/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with trailing slashes, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,
1901.02923,10,uri:{http://www.jstor.org/stable/23245561},http://www.jstor.org/stable/23245561,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
1901.03299,10,uri:{https://www.degruyter.com/view/j/mms.2012.19.issue-3/v10178-012-0037-4/v10178-012-0037-4.xml},https://www.degruyter.com/view/j/mms.2012.19.issue-3/v10178-012-0037-4/v10178-012-0037-4.xml,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,
1901.03299,11,uri:{https://hal.archives-ouvertes.fr/hal-00521054/document},https://hal.archives-ouvertes.fr/hal-00521054/document,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,
1901.03299,11,uri:{https://ac.els-cdn.com/S0301051106001396/1-s2.0-S0301051106001396-main.pdf?_tid=97940708-389c-4f94-97b9-e9afb06c4548&acdnat=1525103613_c14a43c6940d85488ed7ba692b3ea6dd},https://ac.els-cdn.com/S0301051106001396/1-s2.0-S0301051106001396-main.pdf?_tid=97940708-389c-4f94-97b9-e9afb06c4548&acdnat=1525103613_c14a43c6940d85488ed7ba692b3ea6dd,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, split across pages, embedded in references",,
1901.03299,10,uri:{http://www.tandfonline.com/doi/abs/10.1080/00401706.1968.10490530#.VSr0bt93PeQ},http://www.tandfonline.com/doi/abs/10.1080/00401706.1968.10490530#.VSr0bt93PeQ,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,
1901.03299,1,uri:{http://www.tandfonline.com/10.1080/2326263X.2018.1552357},http://www.tandfonline.com/10.1080/2326263X.2018.1552357,Header,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,,
1901.03299,10,uri:{http://www.ncbi.nlm.nih.gov/pubmed/20347387http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=PMC2879474},http://www.ncbi.nlm.nih.gov/pubmed/20347387http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=PMC2879474,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,
1901.03299,10,uri:{http://www.ncbi.nlm.nih.gov/pubmed/12048038},http://www.ncbi.nlm.nih.gov/pubmed/12048038,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,
1901.03299,10,uri:{http://web.stanford.edu/~hastie/ElemStatLearn/printings/ESLII_print12.pdf},http://web.stanford.edu/~hastie/ElemStatLearn/printings/ESLII_print12.pdf,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, URLs with unicode characters, ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
1901.03299,10,uri:{http://linkinghub.elsevier.com/retrieve/pii/0013469488901496},http://linkinghub.elsevier.com/retrieve/pii/0013469488901496,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,
1901.03299,10,uri:{http://iopscience.iop.org/article/10.1088/1741-2560/4/2/R01/pdf},http://iopscience.iop.org/article/10.1088/1741-2560/4/2/R01/pdf,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,
1901.03299,10,uri:{http://cdn.intechweb.org/pdfs/13495.pdf%5Cnhttp://www.intechopen.com/source/pdfs/13495/InTech-P300_based_brain_computer_interface_paradigm_design.pdf},http://cdn.intechweb.org/pdfs/13495.pdf%5Cnhttp://www.intechopen.com/source/pdfs/13495/InTech-P300_based_brain_computer_interface_paradigm_design.pdf,References,"URLs with escape characters, ""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,
1901.04687,9,,http://www.pascal-network.org/challenges/VOC/voc2007/workshop/index.html,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
1901.04687,10,,https://arxiv.org/abs/1711.05908,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
1901.10437,6,uri:{https://www.faceplusplus.com},https://www.faceplusplus.com,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in footnotes,,
1901.10437,10,uri:{https://www.blog.google/products/ads/ads-and-analytics-innovations-for-a-mobile-first-world/},https://www.blog.google/products/ads/ads-and-analytics-innovations-for-a-mobile-first-world/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes","split across lines, embedded in references",,
