,,,,,,"annotation layer, embedded in images",
0904.1388,1,mailto:lnittler@ciw.edu,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
0904.1388,3,www.publish.csiro.au/journals/pasa,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",,Hidden in annotation layers,
0904.1388,4,www.publish.csiro.au/journals/pasa,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",,,
0904.1388,5,www.publish.csiro.au/journals/pasa,Conclusions,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",,,
0904.1205,1,http://arxiv.org/abs/0904.1205v2,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
0904.1205,3,http://www.noao.edu/staff/pope/DATA/SCUBA.html,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,
0904.1205,2,http://blastexperiment.info/,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with trailing slashes",embedded in footnotes,,
0806.3260,1,mailto:yaugen.vecharynski@ucdenver.edu,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in footnotes,Hidden in annotation layers,
0806.3260,1,mailto:julien.langou@ucdenver.edu,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in footnotes,Hidden in annotation layers,
0806.3260,10,http://hdl.handle.net/1903/1168,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,
